Location,BHK,Furnishing,Sq.ft,Old(years),Floor,Price
Indiranagar,3,0,1650,5,3,14500
Indiranagar,2,0,1250,5,4,17500
Indiranagar,2,1,1750,3,2,15000
Indiranagar,3,1,1300,3,2,13500
Indiranagar,2,0,1355,4,2,15500
Indiranagar,2,1,1050,6,5,16000
Indiranagar,3,0,1251,1,2,17000
Indiranagar,2,0,1250,5,3,15500
Indiranagar,2,0,1675,5,5,17500
Indiranagar,2,0,1400,1,2,27500
Indiranagar,2,0,2292,5,3,24500
Indiranagar,3,1,1350,2,2,24500
Indiranagar,3,1,2770,4,3,17000
Indiranagar,2,1,1610,7,1,12000
Indiranagar,3,0,1220,3,3,20000
Indiranagar,2,0,1000,4,2,14000
Indiranagar,3,0,1665,5,2,16000
Indiranagar,2,0,950,5,1,14000
Indiranagar,2,1,1200,5,1,20000
Indiranagar,3,1,1768,5,2,30000
Indiranagar,2,1,767,1,3,16000
Indiranagar,3,0,1704,5,4,35000
Indiranagar,3,0,2100,1,2,28000
Indiranagar,3,1,1471,10,3,21000
Indiranagar,2,0,1000,1,3,18000
Indiranagar,3,0,1500,3,1,22000
Indiranagar,2,0,950,5,1,14000
Indiranagar,3,1,1471,8,3,21000
Indiranagar,3,0,1500,7,1,22000
Indiranagar,2,0,1135,10,2,16000
Indiranagar,2,1,1200,5,4,19000
Indiranagar,2,0,1033,5,5,16500
Indiranagar,2,0,1568,1,3,28000
Indiranagar,2,0,960,3,3,11000
Indiranagar,2,0,1000,5,3,16400
Indiranagar,2,1,1300,5,3,20000
Indiranagar,2,1,1089,5,2,15500
Indiranagar,2,0,1089,5,2,15500
Indiranagar,3,0,2180,1,5,35000
Indiranagar,2,0,1000,5,3,16400
Indiranagar,3,0,1250,1,1,20000
Indiranagar,3,1,1471,7,3,21000
Indiranagar,3,1,1250,1,1,20000
Indiranagar,3,0,1675,1,4,26000
Indiranagar,3,0,1744,1,2,22000
Indiranagar,3,1,1650,5,5,18000
Indiranagar,3,0,2180,1,3,35000
Indiranagar,3,1,1460,1,2,25000
Indiranagar,1,1,900,2,3,12000
Indiranagar,2,0,950,4,5,17000
Indiranagar,1,1,950,7,4,15000
Indiranagar,3,1,1100,3,2,35000
Indiranagar,2,0,1000,1,3,18000
Indiranagar,2,0,1089,5,2,15500
Indiranagar,3,0,2292,5,3,39000
Indiranagar,2,0,960,3,3,11000
Indiranagar,2,0,1135,6,2,16000
Indiranagar,3,0,3155,1,1,30000
Indiranagar,2,0,1280,5,3,23000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,3,1,1760,5,2,39500
Indiranagar,2,0,1135,8,2,16000
Indiranagar,3,0,2292,5,5,39000
Indiranagar,2,0,1290,1,2,26000
Indiranagar,1,1,1056,3,3,25000
Indiranagar,2,0,1170,4,3,15000
Indiranagar,2,0,1440,3,1,19000
Indiranagar,2,0,2785,9,2,13500
Indiranagar,3,0,1850,2,3,25000
Indiranagar,2,0,1200,4,2,19000
Indiranagar,2,1,1600,5,2,40000
Indiranagar,2,1,950,4,3,23000
Indiranagar,3,0,1750,5,3,15000
Indiranagar,2,0,1250,5,4,17500
Indiranagar,3,1,1300,3,2,13500
Indiranagar,3,1,1200,5,5,16000
Indiranagar,2,0,1355,4,2,15500
Indiranagar,3,0,1251,1,6,17000
Indiranagar,2,0,1089,1,5,16000
Indiranagar,3,0,1300,8,3,15000
Indiranagar,2,1,950,1,3,16500
Indiranagar,2,0,1089,5,4,18500
Indiranagar,2,0,3155,5,2,26500
Indiranagar,3,1,950,1,3,28000
Indiranagar,2,0,2292,5,3,24500
Indiranagar,3,1,2770,4,3,17000
Indiranagar,2,0,1175,6,2,16500
Indiranagar,2,0,1100,2,2,10000
Indiranagar,1,1,660,3,1,13000
Indiranagar,3,1,1350,2,3,12500
Indiranagar,1,1,1450,4,3,14500
Indiranagar,3,1,3000,6,2,20000
Indiranagar,3,0,950,5,2,30000
Indiranagar,2,1,1000,2,3,16500
Indiranagar,3,1,850,6,7,22000
Indiranagar,1,1,1000,7,5,11000
Indiranagar,1,1,1050,5,4,10000
Indiranagar,3,0,900,7,5,22000
Indiranagar,2,1,900,8,3,20000
Indiranagar,3,1,1600,6,5,30000
Indiranagar,2,0,3155,3,4,18000
Indiranagar,2,0,950,5,1,14000
Indiranagar,2,0,1060,1,1,17000
Indiranagar,2,0,1290,1,1,26000
Indiranagar,3,0,1744,1,2,22000
Indiranagar,2,0,1400,5,2,22000
Indiranagar,2,1,1250,1,1,20000
Indiranagar,3,0,1600,1,2,27000
Indiranagar,3,0,2180,1,2,35000
Indiranagar,3,0,2180,1,1,35000
Indiranagar,2,0,1326,1,3,21000
Indiranagar,2,0,1088,5,1,14000
Indiranagar,3,1,1460,1,2,25000
Indiranagar,3,1,1460,1,2,25000
Indiranagar,3,0,1500,10,1,22000
Indiranagar,2,0,1250,5,8,18000
Indiranagar,1,1,500,3,3,10500
Indiranagar,2,1,1350,1,5,13500
Indiranagar,2,0,1500,3,3,15500
Indiranagar,2,0,1350,4,5,19000
Indiranagar,2,1,1600,5,4,24000
Indiranagar,2,0,1000,5,3,16400
Indiranagar,2,0,1326,1,3,21000
Indiranagar,2,1,1089,5,2,15500
Indiranagar,2,0,1280,5,3,23000
Indiranagar,2,0,1333,6,3,26000
Indiranagar,2,1,1251,5,3,19500
Indiranagar,2,1,1300,5,3,20000
Indiranagar,2,1,1280,5,3,23000
Indiranagar,3,1,2180,1,8,35000
Indiranagar,2,0,1060,5,1,16000
Indiranagar,3,1,1700,3,5,18500
Indiranagar,2,1,1135,8,2,16000
Indiranagar,3,1,1300,5,3,20000
Indiranagar,2,0,2180,1,4,35000
Indiranagar,3,1,1060,5,1,16000
Indiranagar,2,1,1333,1,3,26000
Indiranagar,3,1,1650,3,1,25000
Indiranagar,2,0,1250,3,2,17000
Indiranagar,3,1,1600,2,2,18000
Indiranagar,3,1,1200,3,5,24000
Indiranagar,3,0,1250,9,3,13500
Indiranagar,2,1,1350,1,4,26500
Indiranagar,2,1,1450,5,2,2200
Indiranagar,2,0,1350,1,2,21000
Indiranagar,1,1,1600,5,3,14500
Indiranagar,3,0,1500,6,4,17650
Indiranagar,3,1,1700,9,2,14500
Indiranagar,2,0,1300,3,3,13500
Indiranagar,2,0,2000,3,3,19500
Indiranagar,2,1,2500,2,4,16500
Indiranagar,3,1,2600,1,4,18000
Indiranagar,3,0,1200,1,2,42000
Indiranagar,2,0,1670,6,4,14500
Indiranagar,3,0,1500,2,5,16000
Indiranagar,3,1,1600,2,3,16500
Indiranagar,3,0,1350,2,5,17500
Indiranagar,2,1,1250,5,8,16500
Indiranagar,1,0,1350,3,5,17500
Indiranagar,2,1,1450,2,4,16500
Indiranagar,2,1,1250,4,3,10000
Indiranagar,2,1,1300,6,2,19000
Indiranagar,3,1,1450,1,3,28000
Indiranagar,2,1,1500,1,3,16000
Indiranagar,2,1,1300,1,3,18000
Indiranagar,3,0,1089,1,4,22000
Indiranagar,1,0,1333,1,2,25000
Indiranagar,3,1,1200,5,3,19500
Indiranagar,2,1,1600,5,1,25000
Indiranagar,3,0,1600,1,2,25000
Indiranagar,3,1,1750,1,2,16000
Indiranagar,1,1,1250,3,2,16500
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,1600,1,9,27000
Whitefield,2,1,1200,5,1,20000
Whitefield,3,1,1760,5,8,39500
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,2200,1,10,42000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,1704,5,13,35000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1060,5,1,16000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1000,1,3,18000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,1,1200,5,1,20000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,0,1600,1,9,27000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,1600,1,9,27000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,1704,5,13,35000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,2200,1,10,42000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,1,1200,5,1,20000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,1,1245,5,1,25000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1568,1,3,28000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1326,1,3,21000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1333,1,3,26000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,2200,1,10,42000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,1,1200,5,1,20000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1000,1,3,18000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1333,1,3,26000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,2200,1,10,42000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1000,1,3,18000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,0,2292,5,12,39000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1568,1,3,28000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,0,2180,1,11,35000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1060,5,1,16000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,2180,1,11,35000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,1,1200,5,1,20000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,2200,1,10,42000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,1,1870,10,3,35000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,1,1200,5,1,20000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,2180,1,11,35000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,1,1200,5,1,20000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1280,5,3,23000
Whitefield,3,1,1760,5,8,39500
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1568,1,3,28000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,1600,1,9,27000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1000,1,3,18000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,1,1760,5,8,39500
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,1,1760,5,8,39500
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1000,1,3,18000
Whitefield,3,0,1600,1,9,27000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1333,1,3,26000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1568,1,3,28000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,1,1760,5,8,39500
Whitefield,3,1,1870,10,3,35000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,2292,5,12,39000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1333,1,3,26000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,2200,1,10,42000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1280,5,3,23000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,1704,5,13,35000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,2292,5,12,39000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1568,1,3,28000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,1,1200,5,1,20000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1060,5,1,16000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1568,1,3,28000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,2180,1,11,35000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,2180,1,11,35000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,2180,1,11,35000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,2200,1,10,42000
Whitefield,3,0,2180,1,11,35000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,1704,5,13,35000
Whitefield,2,0,1568,1,3,28000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,2292,5,12,39000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,1,1760,5,8,39500
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1000,5,3,16400
Whitefield,3,0,2292,5,12,39000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,0,2292,5,12,39000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1326,1,3,21000
Whitefield,3,1,1760,5,8,39500
Whitefield,2,0,1333,1,3,26000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,1600,1,9,27000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,1704,5,13,35000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,1,1768,5,11,30000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1333,1,3,26000
Whitefield,3,0,1675,1,4,26000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,1,1200,5,1,20000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,1,1245,5,1,25000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,0,1060,5,1,16000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,2180,1,11,35000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,0,1333,1,3,26000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,0,3155,1,1,45000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,1,1768,5,11,30000
Whitefield,2,0,1000,1,3,18000
Whitefield,3,1,1870,10,3,35000
Whitefield,3,0,2117,1,0,33000
Whitefield,3,0,1600,1,9,27000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1000,1,3,18000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,2100,1,7,28000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1060,5,1,16000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,1704,5,13,35000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1000,5,3,16400
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,1,1600,5,4,24000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,2200,1,10,42000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1088,5,1,14000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,0,1326,1,3,21000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1568,1,3,28000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,1,1200,5,1,20000
Whitefield,3,0,2292,5,12,39000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1290,1,10,26000
Whitefield,3,0,2100,1,7,28000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,3155,1,1,45000
Whitefield,2,0,1000,1,3,18000
Whitefield,3,0,2292,5,12,39000
Whitefield,3,0,1675,1,4,26000
Whitefield,3,0,1600,1,9,27000
Whitefield,2,0,1000,5,3,16400
Whitefield,3,1,1760,5,8,39500
Whitefield,3,0,1600,1,9,27000
Whitefield,3,0,2117,1,0,33000
Whitefield,2,0,1290,1,10,26000
Whitefield,2,1,1600,5,4,24000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1280,5,3,23000
Whitefield,3,1,1870,10,3,35000
Whitefield,2,1,1245,5,1,25000
Whitefield,2,1,1200,5,1,20000
Whitefield,2,0,1060,1,1,17000
Whitefield,2,0,1280,5,3,23000
Whitefield,2,0,1290,1,1,26000
Whitefield,2,0,1000,1,3,18000
Whitefield,3,0,1600,1,1,27000
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,2180,1,2,35000
Whitefield,2,0,1333,1,3,26000
Whitefield,3,0,2180,1,3,35000
Whitefield,2,0,1326,1,3,21000
Whitefield,3,0,1600,1,3,27000
Whitefield,2,0,1088,5,1,14000
Whitefield,2,0,1290,1,2,26000
Whitefield,2,0,1060,1,1,17000
Whitefield,3,0,2100,1,4,28000
Whitefield,3,1,1768,5,2,30000
