Location,BHK,Furnishing,Sq.ft,Old(years),Floor,Price
Electronic city,3,1,1250,1,1,20000
Electronic city,2,1,1089,5,2,15500
Electronic city,2,0,1400,5,2,22000
Electronic city,2,0,1000,1,3,18000
Electronic city,2,0,1290,1,2,26000
Electronic city,2,0,1135,6,2,16000
Electronic city,3,0,1744,1,2,22000
Electronic city,3,1,1768,5,3,30000
Electronic city,2,0,1000,1,3,18000
Electronic city,2,1,1245,5,1,25000
Electronic city,2,0,1000,5,3,16400
Electronic city,3,1,3000,1,3,28000
Electronic city,3,1,1760,5,2,39500
Electronic city,3,0,2200,1,2,42000
Electronic city,3,0,2100,1,4,28000
Electronic city,2,0,1326,1,3,21000
Electronic city,2,0,1000,5,3,16400
Electronic city,2,0,1088,5,1,14000
Electronic city,3,0,1744,1,2,22000
Electronic city,2,0,950,5,1,14000
Electronic city,2,0,1280,5,3,23000
Electronic city,3,1,1760,5,2,39500
Electronic city,3,1,1471,5,3,21000
Electronic city,2,0,1290,1,3,26000
Electronic city,2,1,1089,5,2,15500
Electronic city,2,1,1300,5,3,20000
Electronic city,2,0,1000,1,3,18000
Electronic city,3,0,1744,6,2,22000
Electronic city,2,0,1290,1,2,26000
Electronic city,3,0,1744,1,2,22000
Electronic city,2,0,1333,7,3,26000
Electronic city,3,0,2100,1,3,28000
Electronic city,3,1,1471,6,3,21000
Electronic city,3,1,1760,5,2,39500
Electronic city,3,1,1471,10,3,21000
Electronic city,3,0,3155,4,1,45000
Electronic city,3,0,1675,6,4,26000
Electronic city,3,1,1460,2,2,25000
Electronic city,2,0,1135,10,2,16000
Electronic city,2,0,1280,5,3,23000
Electronic city,2,1,1089,5,2,15500
Electronic city,3,1,1460,1,2,25000
Electronic city,3,0,1600,1,3,27000
Electronic city,3,0,3155,1,1,45000
Electronic city,3,0,2200,1,2,42000
Electronic city,3,0,1675,1,4,26000
Electronic city,2,1,1600,5,4,24000
Electronic city,2,0,1033,5,0,16500
Electronic city,3,0,2200,1,1,42000
Electronic city,3,0,1600,3,3,23000
Electronic city,2,1,900,6,1,17500
Electronic city,2,0,900,4,2,18000
Electronic city,3,1,1850,2,3,16500
Electronic city,3,1,950,1,1,18550
Electronic city,2,0,1250,2,5,17500
Electronic city,3,1,1000,5,2,18000
Electronic city,3,1,950,1,6,25000
Electronic city,3,1,1000,2,2,35000
Electronic city,2,1,1050,5,5,20000
Electronic city,3,0,950,3,4,20000
Electronic city,2,0,950,5,1,14000
Electronic city,3,1,1471,10,3,21000
Electronic city,3,1,1760,5,2,39500
Electronic city,3,1,1471,10,3,21000
Electronic city,2,0,1333,1,3,26000
Electronic city,2,1,1180,10,3,26000
Electronic city,2,1,2785,9,3,13500
Electronic city,3,1,1850,2,3,25000
Electronic city,2,1,1600,5,2,40000
Electronic city,2,0,1600,1,2,21000
Electronic city,3,0,1750,5,3,15000
Electronic city,2,1,2300,3,4,12000
Electronic city,3,1,1850,6,3,17650
Electronic city,1,1,1055,9,3,14500
Electronic city,2,1,1400,2,3,14000
Electronic city,3,0,1200,5,1,16000
Electronic city,2,1,1056,3,3,19500
Electronic city,2,1,1200,2,4,16500
Electronic city,2,1,1400,1,4,18000
Electronic city,2,0,1089,1,5,16000
Electronic city,3,0,1300,10,3,15000
Electronic city,2,1,950,1,3,16500
Electronic city,2,0,1089,5,4,18500
Electronic city,2,0,3155,5,2,26500
Electronic city,3,1,950,1,3,28000
Electronic city,2,0,1200,5,2,23500
Electronic city,2,1,767,1,3,16000
Electronic city,2,1,1089,5,2,15500
Electronic city,2,0,1280,5,3,23000
Electronic city,3,1,1250,1,1,20000
Electronic city,2,0,1088,5,1,14000
Electronic city,2,0,1280,5,3,23000
Electronic city,2,0,960,10,3,11000
Electronic city,2,1,1200,5,1,20000
Electronic city,3,0,2292,5,3,39000
Electronic city,2,0,1290,1,2,26000
Electronic city,3,0,2100,1,2,28000
Electronic city,3,0,1375,5,3,19000
Electronic city,2,0,1290,5,1,30000
Electronic city,3,0,1333,3,1,17000
Electronic city,2,0,2100,8,3,25000
Electronic city,3,0,1000,3,1,28000
Electronic city,2,0,1568,1,3,21000
Electronic city,2,0,2117,4,3,25000
Electronic city,3,0,1089,3,1,16000
Electronic city,2,0,1568,5,2,26000
Electronic city,3,1,1870,4,3,13500
Electronic city,2,0,1033,3,1,17500
Electronic city,2,0,2180,2,3,25000
Electronic city,2,0,1568,4,4,22000
Electronic city,3,0,2117,3,3,22500
Electronic city,2,0,1600,8,1,21000
Electronic city,3,0,1000,1,3,21000
Electronic city,3,0,1200,6,1,18500
Electronic city,3,1,1460,3,2,22000
Electronic city,2,0,1251,5,2,20000
Electronic city,3,1,1650,2,2,19000
Electronic city,3,1,1870,7,3,20000
Electronic city,2,1,1200,3,2,21000
Electronic city,2,0,950,4,0,35000
Electronic city,3,0,1250,2,5,26000
Electronic city,2,0,1450,5,1,16500
Electronic city,2,1,1200,4,2,15500
Electronic city,1,0,1500,3,1,25000
Electronic city,2,1,1000,2,2,16000
Electronic city,1,0,1050,8,2,15500
Electronic city,3,1,1033,5,2,26000
Electronic city,3,0,2100,4,5,20000
Electronic city,1,1,1400,5,2,10000
Electronic city,2,1,767,5,2,18000
Electronic city,3,1,3155,6,2,25000
Electronic city,3,1,1375,5,4,30000
Electronic city,3,0,1381,4,4,21000
Electronic city,3,1,1400,7,5,35000
Electronic city,2,1,1050,6,3,18000
Electronic city,3,1,900,3,2,25000
Electronic city,3,0,1756,3,5,30000
Electronic city,3,1,1088,4,2,30000
Electronic city,3,0,1400,3,2,18000
Electronic city,3,1,3200,2,5,21000
Electronic city,2,0,1200,3,4,22000
Electronic city,3,0,1400,5,2,18000
Electronic city,3,0,900,7,4,21000
Electronic city,3,1,1500,5,5,18000
Electronic city,2,0,1600,4,2,35000
Electronic city,1,1,950,5,3,14000
Electronic city,2,0,1050,3,4,19000
Electronic city,3,1,1350,3,2,20000
Electronic city,2,0,1250,4,2,15500
Electronic city,2,1,1400,4,5,16000
Electronic city,3,1,900,5,4,16500
Electronic city,2,1,950,5,4,18000
Electronic city,1,1,1400,6,3,16000
Electronic city,2,0,1200,3,4,15000
Electronic city,2,0,1850,5,5,16500
Electronic city,3,1,2000,7,2,18000
Electronic city,1,0,1400,6,3,19500
Electronic city,2,1,1500,5,2,20000
Electronic city,2,0,1600,3,3,21000
Electronic city,3,1,1650,7,5,22500
Electronic city,2,1,1300,8,4,26500
Electronic city,2,1,1200,4,5,17500
Electronic city,2,1,1250,3,3,22000
Electronic city,2,1,1250,5,4,25000
Electronic city,1,1,1269,5,5,10000
Electronic city,2,0,1750,7,6,18000
Electronic city,3,1,1850,4,2,25000
Electronic city,3,1,1600,5,3,18000
Electronic city,2,1,1250,6,4,24000
Electronic city,2,0,1200,3,4,19000
Electronic city,3,0,1750,4,3,22500
Electronic city,3,1,1350,4,1,26500
Electronic city,2,0,1300,7,3,18500
Electronic city,2,1,1650,3,1,22500
Electronic city,3,1,1750,2,6,21000
Electronic city,3,1,1471,2,3,21000
Electronic city,3,0,2292,5,3,39000
Electronic city,1,1,1056,3,3,25000
Electronic city,2,1,1521,3,2,17000
Electronic city,3,1,1200,2,4,16000
Electronic city,3,1,2732,2,2,18000
Electronic city,2,0,1521,3,5,24000
Electronic city,2,0,1180,5,3,26000
Electronic city,2,0,2785,9,2,13500
Electronic city,3,1,1850,2,3,25000
Electronic city,2,1,1600,5,2,40000
Electronic city,2,0,1600,1,2,21000
Electronic city,3,0,1750,5,3,15000
Electronic city,2,1,2300,3,4,12000
Electronic city,3,1,1330,6,4,17650
Electronic city,1,1,1055,6,2,14500
Electronic city,2,1,1400,2,3,14000
Electronic city,3,1,1200,5,5,16000
Electronic city,2,1,1056,3,3,19500
Electronic city,2,1,1200,2,4,16500
Electronic city,2,1,1400,1,4,18000
Electronic city,2,0,1089,1,5,16000
Electronic city,3,0,1300,8,3,15000
Electronic city,2,1,950,1,3,16500
Electronic city,2,0,1089,5,4,18500
Electronic city,2,0,3155,5,2,26500
Electronic city,3,1,950,1,3,28000
Electronic city,2,0,1200,5,5,23500
Electronic city,2,0,2800,3,2,15000
Electronic city,2,0,1175,6,2,16500
Electronic city,2,1,1100,2,2,10000
Electronic city,1,1,660,3,1,13000
Electronic city,1,0,875,3,2,15000
Electronic city,3,1,1350,2,3,12500
Electronic city,2,1,1358,2,1,13000
Electronic city,1,1,1450,4,3,14500
Electronic city,2,0,1060,4,3,25000
Electronic city,3,1,1650,10,1,18000
Electronic city,3,1,1768,5,3,30000
Electronic city,3,1,1768,5,5,30000
Electronic city,3,1,1460,1,2,25000
Electronic city,2,0,1135,5,2,16000
Electronic city,3,1,3000,1,3,28000
Electronic city,3,1,3000,1,3,28000
Electronic city,2,0,1280,5,3,23000
Electronic city,2,0,1060,5,1,16000
Electronic city,2,0,1135,4,2,16000
Electronic city,3,0,2117,1,2,33000
Electronic city,2,1,1300,5,3,20000
Electronic city,2,0,1280,5,3,23000
Electronic city,3,1,1381,1,4,22000
Electronic city,3,1,1471,10,3,21000
Electronic city,3,1,1471,5,3,21000
Electronic city,3,0,1500,2,1,22000
Electronic city,2,0,960,6,3,11000
Electronic city,2,0,1000,5,3,16400
Electronic city,2,0,1088,5,1,14000
Electronic city,2,0,1088,5,1,14000
Electronic city,3,0,1675,1,4,26000
Electronic city,2,1,1300,5,3,20000
Electronic city,3,0,1250,1,1,20000
Electronic city,3,0,2180,1,2,35000
Electronic city,3,1,1870,4,3,35000
Electronic city,2,0,960,1,3,11000
Electronic city,3,1,1375,2,3,19000
Electronic city,3,0,1744,1,2,22000
Electronic city,3,0,2180,1,4,35000
Electronic city,2,0,1280,5,3,23000
Electronic city,3,1,1471,8,3,21000
Electronic city,2,0,1280,9,3,23000
Electronic city,3,0,1375,5,3,19000
Electronic city,2,0,1251,5,3,19500
Electronic city,3,1,1471,2,3,21000
Electronic city,3,0,2200,1,2,42000
Electronic city,2,0,1088,5,1,14000
Electronic city,2,0,1000,4,5,19000
Electronic city,3,0,1050,7,2,20000
Electronic city,3,1,850,2,4,21000
Electronic city,3,1,1000,1,2,22000
Electronic city,3,0,1050,5,3,25000
Electronic city,2,1,950,6,1,17000
Electronic city,2,0,950,5,1,14000
Electronic city,3,0,1675,1,4,26000
Electronic city,3,0,1600,1,1,27000
Electronic city,3,0,1744,1,2,22000
Electronic city,2,0,950,5,1,14000
Electronic city,3,1,3000,1,3,28000
Electronic city,2,0,1033,5,3,16500
Electronic city,3,1,1471,5,3,21000
Electronic city,2,0,1022,1,3,18000
Electronic city,2,1,1521,3,2,17000
Electronic city,3,0,1200,2,4,16000
Electronic city,3,1,2732,2,2,18000
Electronic city,2,0,1521,3,5,24000
Electronic city,2,0,1180,8,3,26000
Electronic city,3,0,1750,3,2,17500
Electronic city,2,0,1150,1,4,26500
Electronic city,2,1,750,5,4,22500
Electronic city,2,1,1600,1,2,21000
Electronic city,3,0,1650,5,3,14500
Electronic city,2,0,2300,3,4,12000
Electronic city,3,0,1330,6,4,17650
Electronic city,2,1,1750,3,3,15000
Electronic city,1,1,1055,9,3,14500
Electronic city,2,1,1400,2,3,14000
Electronic city,2,1,1050,6,5,16000
Electronic city,2,1,1056,3,3,19500
Electronic city,2,1,1200,2,4,16500
Electronic city,2,1,1400,1,4,18000
Electronic city,2,0,1250,5,3,15500
Electronic city,2,0,1675,5,5,17500
Electronic city,2,0,1400,1,2,27500
Electronic city,2,0,1200,5,5,23500
Electronic city,3,0,1350,2,2,24500
Electronic city,2,1,2800,3,2,15000
Electronic city,2,1,1610,7,1,12000
Electronic city,3,0,1220,3,3,20000
Electronic city,1,0,875,3,2,15000
Electronic city,2,1,1358,2,1,13000
Electronic city,2,0,1000,4,2,14000
Electronic city,3,0,1665,5,2,16000
Electronic city,2,0,1060,4,3,25000
Electronic city,4,1,1050,3,5,40000
Electronic city,1,1,900,4,4,12000
Electronic city,2,1,950,9,2,19500
Electronic city,3,0,900,3,3,25000
Electronic city,2,1,1000,6,1,22000
Electronic city,4,1,850,2,2,28000
Electronic city,1,1,1000,4,2,10000
Electronic city,3,1,2200,7,2,25000
Electronic city,2,0,1033,5,4,16500
Electronic city,2,1,1245,5,1,25000
Electronic city,2,1,1200,5,1,20000
Electronic city,2,0,1033,5,2,16500
Electronic city,2,0,1280,5,3,23000
Electronic city,3,0,1375,5,3,19000
Electronic city,2,1,767,1,3,16000
Electronic city,2,0,1000,1,3,18000
Electronic city,2,1,1089,5,2,15500
Electronic city,2,0,1326,1,3,21000
Electronic city,2,0,1333,1,3,26000
Electronic city,3,0,1600,1,9,27000
Electronic city,2,0,1290,1,3,26000
Electronic city,2,0,1060,1,1,17000
Electronic city,3,0,2100,1,3,28000
Electronic city,2,0,1033,5,2,16500
Electronic city,3,1,1768,5,1,30000
Electronic city,3,1,1600,8,5,14000
Electronic city,3,0,1650,5,4,12500
Electronic city,3,0,1750,5,1,18000
Electronic city,3,1,1800,5,5,17500
Electronic city,3,1,1250,5,5,13000
Electronic city,2,1,1225,7,4,25000
Electronic city,3,0,2117,1,0,33000
Electronic city,2,0,1135,7,2,16000
Electronic city,3,0,3155,1,1,45000
Electronic city,2,1,1300,5,3,20000
Electronic city,2,0,1089,5,2,15500
Electronic city,2,1,1600,5,4,24000
Electronic city,2,1,767,1,3,16000
Electronic city,2,0,1050,5,2,18000
Electronic city,3,0,1135,8,2,16000
Electronic city,3,1,1500,5,1,22000
Electronic city,3,0,2117,1,5,33000
Electronic city,2,0,1089,5,2,15500
Electronic city,2,0,1333,1,3,26000
Electronic city,2,1,1650,3,1,25000
Electronic city,3,0,1650,5,3,17500
Electronic city,2,1,1500,5,1,22000
Electronic city,2,1,1251,5,3,19500
Electronic city,2,0,2117,1,5,33000
Electronic city,2,1,1089,5,2,15500
Electronic city,3,1,1280,5,3,23000
Electronic city,3,1,1200,2,4,16000
Electronic city,2,0,1450,4,3,15000
Electronic city,2,1,1450,3,1,19000
Electronic city,2,0,2215,5,3,26000
Electronic city,2,1,1100,3,8,17500
Electronic city,3,1,1200,2,3,25000
Electronic city,3,0,1330,4,2,19000
Electronic city,3,0,1200,5,4,22500
Electronic city,3,0,1400,4,3,23000
Electronic city,2,1,1750,5,3,15000
Electronic city,2,0,1220,3,4,12000
Electronic city,2,1,1250,5,4,17500
Electronic city,2,0,1600,3,3,15000
Electronic city,2,1,1400,2,3,14000
Electronic city,3,0,1200,5,5,16000
Electronic city,2,1,1800,4,2,15500
Electronic city,2,0,2200,6,5,16000
Electronic city,3,0,2050,1,6,17000
Electronic city,2,1,1850,1,5,16000
Electronic city,2,1,1350,3,6,23000
Electronic city,2,1,1350,4,3,16500
Electronic city,3,1,1300,6,1,17500
Electronic city,2,0,1400,4,2,18000
Electronic city,2,1,1600,7,2,19500
Electronic city,2,0,1550,1,2,18550
Electronic city,2,0,1290,5,2,18000
Electronic city,3,0,1300,6,5,14500
Electronic city,1,0,1600,1,2,25000
Electronic city,3,0,1400,2,2,35000
Electronic city,2,1,1280,5,5,20000
Electronic city,1,0,1250,3,4,20000
Electronic city,3,0,1250,4,3,25000
Electronic city,2,0,1300,1,1,20000
Electronic city,2,0,1200,1,2,25000
Electronic city,3,0,1251,5,3,23000
Electronic city,1,1,2117,5,1,14000
Electronic city,2,1,1280,5,2,19000
Electronic city,3,0,2180,5,3,20000
Electronic city,2,1,1060,1,3,21000
Electronic city,2,1,1650,5,4,24000
Electronic city,2,1,1250,1,3,35000
Electronic city,2,0,1450,5,2,15500
Electronic city,1,0,900,5,4,10000
Electronic city,2,1,1200,5,2,30000
Electronic city,2,0,1250,5,3,23000
Electronic city,2,0,1150,4,3,17500
Indiranagar,3,1,1600,10,5,14000
Indiranagar,3,0,1750,5,2,18000
Indiranagar,3,1,1250,5,2,13000
Indiranagar,2,0,1350,4,5,19000
Indiranagar,3,0,1600,1,2,22000
Indiranagar,3,1,1600,2,5,17500
Indiranagar,2,1,1450,2,2,18500
Indiranagar,2,0,1300,1,2,20000
Indiranagar,3,1,1450,5,3,22500
Indiranagar,2,1,1050,5,3,19000
Indiranagar,3,0,1850,5,3,17000
Indiranagar,3,1,1350,5,5,28000
Indiranagar,3,0,1500,1,2,21000
Indiranagar,2,0,1250,5,2,14500
Indiranagar,2,0,1350,3,5,16500
Indiranagar,2,1,1050,2,4,17500
Indiranagar,2,1,1200,8,2,19500
Indiranagar,3,1,1750,5,5,20000
Indiranagar,3,1,1850,2,3,25000
Indiranagar,2,1,1600,5,2,40000
Indiranagar,3,1,1650,7,3,35000
Indiranagar,2,1,900,6,5,14000
Indiranagar,3,1,1850,5,5,18000
Indiranagar,2,1,1250,4,3,17500
Indiranagar,2,0,900,4,2,14000
Indiranagar,4,1,1700,4,3,65000
Indiranagar,3,1,1550,3,2,23000
Indiranagar,2,0,1600,1,2,21000
Indiranagar,3,1,900,5,5,16500
Indiranagar,2,1,1050,6,5,16000
Indiranagar,3,0,1251,1,2,17000
Indiranagar,2,0,1250,5,3,15500
Indiranagar,2,0,1675,5,5,17500
Indiranagar,2,0,1400,1,2,27500
Indiranagar,2,0,2292,5,3,24500
Indiranagar,3,0,1000,3,2,22000
Indiranagar,3,1,1650,4,3,16500
Indiranagar,2,0,900,4,2,18000
Indiranagar,1,1,875,2,3,16000
Indiranagar,2,0,1200,5,1,16500
Indiranagar,3,1,1250,3,2,17500
Indiranagar,3,1,1000,5,2,18000
Indiranagar,2,0,1000,2,4,16500
Indiranagar,1,1,950,4,3,10000
Indiranagar,3,1,1000,2,2,35000
Indiranagar,3,1,1800,4,3,25000
Indiranagar,2,0,1000,4,5,19000
Indiranagar,1,1,900,2,3,12000
Indiranagar,2,0,950,4,3,17000
Indiranagar,1,1,950,7,4,15000
Indiranagar,3,1,1700,3,2,35000
Indiranagar,2,0,1089,5,2,15500
Indiranagar,3,0,2292,5,1,39000
Indiranagar,2,0,950,5,1,14000
Indiranagar,2,0,1135,10,2,16000
Indiranagar,3,0,1744,1,2,22000
Indiranagar,2,0,950,5,1,14000
Indiranagar,3,1,3000,1,3,28000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,2,0,1033,5,0,16500
Indiranagar,2,0,1135,10,2,16000
Indiranagar,2,0,1022,1,3,18000
Indiranagar,2,0,1290,1,1,26000
Indiranagar,2,0,1170,4,3,15000
Indiranagar,2,1,1440,3,1,19000
Indiranagar,3,1,1750,3,2,17500
Indiranagar,2,1,1150,1,4,26500
Indiranagar,2,1,750,4,2,19000
Indiranagar,2,0,1050,5,4,22500
Indiranagar,2,1,950,4,3,23000
Indiranagar,3,0,1650,5,3,14500
Indiranagar,2,0,1250,5,3,17500
Indiranagar,2,0,1750,3,1,15000
Indiranagar,3,1,1800,3,2,13500
Indiranagar,2,1,1355,4,2,15500
Indiranagar,2,1,1050,6,2,16000
Indiranagar,3,1,1650,6,3,17000
Indiranagar,2,0,1250,5,3,15500
Indiranagar,2,0,1675,5,5,17500
Indiranagar,2,0,1400,1,2,27500
Indiranagar,2,1,1300,5,3,24500
Indiranagar,3,1,1650,2,2,24500
Indiranagar,3,1,2770,4,3,17000
Indiranagar,2,0,1610,7,1,12000
Indiranagar,3,1,1750,3,3,20000
Indiranagar,2,0,1000,4,2,14000
Indiranagar,3,0,1660,5,2,16000
Indiranagar,3,1,3000,6,2,20000
Indiranagar,3,1,1850,3,2,40000
Indiranagar,1,1,900,4,4,12000
Indiranagar,3,1,1800,6,7,22000
Indiranagar,1,1,1000,7,2,11000
Indiranagar,2,1,1000,6,1,22000
Indiranagar,1,1,1050,5,4,10000
Indiranagar,3,1,1900,2,2,28000
Indiranagar,1,1,1000,4,2,10000
Indiranagar,3,1,1600,6,2,30000
Indiranagar,3,1,2200,7,3,25000
Indiranagar,1,0,1760,6,2,10000
Indiranagar,3,1,1750,8,2,30000
Indiranagar,3,1,2100,8,2,23000
Indiranagar,3,0,1250,6,3,12000
Indiranagar,3,0,1500,8,2,16000
Indiranagar,2,1,2117,5,2,15000
Indiranagar,3,1,1870,2,4,16000
Indiranagar,3,0,1900,6,2,16000
Indiranagar,2,1,1245,8,2,18000
Indiranagar,2,1,1245,2,3,20000
Indiranagar,3,1,1850,6,3,14000
Indiranagar,2,0,1060,1,1,17000
Indiranagar,3,0,1550,1,1,20000
Indiranagar,2,1,1245,5,1,25000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,2,0,1350,1,3,21000
Indiranagar,2,0,1135,7,2,16000
Indiranagar,2,1,1050,5,3,22000
Indiranagar,2,1,1200,5,1,20000
Indiranagar,2,0,1088,5,1,14000
Indiranagar,3,1,1870,3,3,35000
Indiranagar,3,1,1381,1,4,22000
Indiranagar,2,0,1400,5,2,22000
Indiranagar,2,0,960,8,3,11000
Indiranagar,2,0,1060,1,1,17000
Indiranagar,3,0,1744,1,2,22000
Indiranagar,3,0,1704,5,2,35000
Indiranagar,2,0,1033,5,5,16500
Indiranagar,2,0,1333,1,3,26000
Indiranagar,3,1,1450,1,4,22000
Indiranagar,2,1,1200,5,4,19000
Indiranagar,2,0,1280,5,3,23000
Indiranagar,3,1,1460,1,2,25000
Indiranagar,3,1,1870,5,3,35000
Indiranagar,3,0,1704,5,3,35000
Indiranagar,2,0,1060,5,1,16000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,3,1,3000,1,3,28000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,2,0,1033,5,1,16500
Indiranagar,2,0,1135,4,2,16000
Indiranagar,2,0,1000,1,3,18000
Indiranagar,3,0,2292,5,2,39000
Indiranagar,2,0,1290,1,5,26000
Indiranagar,2,0,1089,5,2,15500
Indiranagar,3,1,1250,1,1,20000
Indiranagar,3,0,1704,5,2,35000
Indiranagar,2,0,1135,3,2,16000
Indiranagar,2,0,1033,5,1,16500
Indiranagar,3,1,1768,5,2,30000
Indiranagar,2,0,1000,1,3,18000
Indiranagar,2,0,950,5,1,14000
Indiranagar,3,1,1460,1,2,25000
Indiranagar,2,1,767,1,3,16000
Indiranagar,2,0,1333,1,3,26000
Indiranagar,2,1,1300,5,3,20000
Indiranagar,3,0,1650,5,3,19000
Indiranagar,2,0,1135,10,2,16000
Indiranagar,3,0,2117,1,1,33000
Indiranagar,3,0,1650,1,3,27000
Indiranagar,3,0,1744,1,2,22000
Indiranagar,2,1,1300,5,3,20000
Indiranagar,2,0,1060,1,1,17000
Indiranagar,2,0,1089,5,2,15500
Indiranagar,3,0,2100,1,3,28000
Indiranagar,2,0,1050,10,2,18000
Indiranagar,3,1,1250,1,1,20000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,2,0,1050,10,2,18000
Indiranagar,2,1,950,6,4,14500
Indiranagar,3,1,1650,4,3,16500
Indiranagar,1,1,875,2,1,16000
Indiranagar,3,0,1050,7,2,19500
Indiranagar,2,0,1200,5,3,16500
Indiranagar,3,1,1250,3,5,17500
Indiranagar,2,1,1050,6,5,14500
Indiranagar,2,0,1000,2,4,16500
Indiranagar,1,1,950,4,3,10000
Indiranagar,2,1,1000,6,6,19000
Indiranagar,3,1,900,4,3,25000
Indiranagar,3,0,2100,1,7,28000
Indiranagar,3,1,1460,1,2,25000
Indiranagar,2,1,767,1,3,16000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,3,1,1750,3,2,17500
Indiranagar,2,0,1150,1,4,26500
Indiranagar,2,1,1105,4,2,19000
Indiranagar,2,1,1200,5,4,22500
Indiranagar,2,1,1050,4,3,23000
Indiranagar,3,0,1650,5,3,14500
Indiranagar,2,0,1250,5,2,17500
Indiranagar,2,1,1750,3,1,15000
Indiranagar,3,1,1300,3,2,13500
Indiranagar,2,0,1355,4,2,15500
Indiranagar,2,1,1050,6,1,16000
Indiranagar,3,0,1251,1,3,17000
Indiranagar,2,0,1250,5,3,15500
Indiranagar,2,0,1675,5,5,17500
Indiranagar,2,0,1400,1,2,27500
Indiranagar,2,0,2292,5,3,24500
Indiranagar,3,1,1870,10,3,35000
Indiranagar,2,0,1326,1,3,21000
Indiranagar,2,0,1568,1,3,28000
Indiranagar,2,0,1280,5,3,23000
Indiranagar,3,0,1375,5,3,19000
Indiranagar,2,1,1245,5,1,25000
Indiranagar,2,0,950,5,1,14000
Indiranagar,2,0,1050,10,2,18000
Indiranagar,2,0,1060,1,1,17000
Indiranagar,3,0,1375,5,3,19000
Indiranagar,3,1,3000,1,3,28000
Indiranagar,2,0,1280,5,3,23000
Indiranagar,2,0,1326,1,3,21000
Indiranagar,3,0,3155,1,1,45000
Indiranagar,3,1,1089,5,3,25000
Indiranagar,2,0,1135,6,1,23000
Indiranagar,3,0,1500,5,1,14000
Indiranagar,2,1,767,4,3,39500
Indiranagar,2,0,1135,1,1,21000
Indiranagar,2,1,1760,2,2,26000
Indiranagar,3,1,1870,6,4,22000
Indiranagar,2,0,1000,1,1,26500
Indiranagar,3,0,1290,5,3,19000
Indiranagar,2,1,1460,3,2,39500
Indiranagar,2,0,1675,2,1,25000
Indiranagar,2,0,960,5,1,16000
Indiranagar,3,1,1870,2,1,16000
Indiranagar,2,1,767,4,3,20000
Indiranagar,2,1,1200,6,5,22000
Indiranagar,2,0,960,1,2,14000
Indiranagar,2,1,1250,4,3,15500
Indiranagar,3,0,1350,1,3,28000
Indiranagar,3,0,1650,5,3,21000
Indiranagar,2,1,1500,6,2,14000
Indiranagar,2,0,1250,4,3,15000
Indiranagar,2,1,1744,5,4,21000
Indiranagar,4,1,1760,5,4,22000
Indiranagar,3,0,1460,4,3,21000
Indiranagar,4,1,14600,7,3,20000
Indiranagar,2,1,1280,6,4,25000
Indiranagar,3,1,1744,4,3,25000
Indiranagar,2,1,1089,3,5,18000
Indiranagar,3,0,3000,5,5,22000
Indiranagar,4,1,1200,6,2,40000
Indiranagar,3,1,950,4,4,22000
Indiranagar,2,1,1200,5,3,20000
Indiranagar,2,0,1546,4,3,22000
Indiranagar,2,1,1200,5,3,25000
Indiranagar,3,1,1400,4,2,35000
Indiranagar,2,1,1800,4,5,25000
Indiranagar,2,1,950,6,4,26000
Indiranagar,3,1,1000,5,3,22000
Indiranagar,3,0,1200,4,4,22000
Indiranagar,2,1,1000,6,4,25000
Indiranagar,3,0,1200,2,5,12000
Indiranagar,2,0,1700,5,5,19500
Indiranagar,2,0,800,4,3,17000
Indiranagar,3,1,1900,4,4,15500
Indiranagar,2,0,1200,5,3,45000
Indiranagar,3,1,1750,6,5,35000
Indiranagar,2,1,1350,4,2,18500
Indiranagar,1,0,1000,4,2,19000
Indiranagar,3,1,1650,6,4,25000
Indiranagar,2,1,1050,4,4,22000
Indiranagar,1,1,1000,7,5,10000
Indiranagar,2,0,1250,6,2,23000
Indiranagar,3,0,1650,5,4,27000
Indiranagar,2,1,1250,6,1,21000
Indiranagar,3,1,1650,6,2,39500
Indiranagar,2,1,1200,7,1,25000
Indiranagar,2,1,1150,6,3,21000
Indiranagar,2,0,1050,5,1,18500
Indiranagar,3,1,1500,7,1,16000
Indiranagar,2,1,1650,8,2,22000
Indiranagar,3,1,1750,9,1,16000
Indiranagar,3,1,1650,5,2,20000
Indiranagar,2,0,1350,5,3,20000
Indiranagar,1,0,1000,4,2,19000
Indiranagar,1,1,900,3,5,45000
Indiranagar,2,1,1250,4,3,20000
Indiranagar,2,1,1300,5,2,21000
Indiranagar,3,1,1700,5,5,35000
Indiranagar,2,0,1250,6,4,22500
Indiranagar,2,1,1400,7,2,17500
Indiranagar,3,1,1550,5,2,19500
Indiranagar,2,0,1135,3,2,16000
Indiranagar,2,0,1022,1,3,18000
Indiranagar,2,0,1290,1,4,26000
Indiranagar,2,0,1170,4,3,15000
Indiranagar,2,1,1440,3,1,19000
Indiranagar,3,1,1750,3,2,17500
Indiranagar,2,0,1150,1,4,26500
Indiranagar,2,1,750,4,2,19000
Indiranagar,2,1,750,5,4,22500
Indiranagar,2,1,950,4,3,23000
